[-0.     0.684  0.408  0.517  0.856  0.     0.   ],"[True, True]",close_finger
"[1.60650099e-03 6.86781980e-01 4.09963725e-01 5.19059679e-01
 8.57829192e-01 6.55721801e-04 2.79843251e-03]","[True, True]",close_finger
"[0.00422196 0.68783648 0.41282501 0.52296178 0.86133106 0.00227204
 0.00384913]","[True, True]",close_finger
"[0.0024523  0.6858228  0.41086488 0.5177777  0.858805   0.00261886
 0.00280847]","[True, True]",close_finger
"[0.00390278 0.68800182 0.41033886 0.52114886 0.85920259 0.00458196
 0.00547392]","[True, True]",close_finger
"[0.00324713 0.68708493 0.41251994 0.51843739 0.86090758 0.00564108
 0.00586205]","[True, True]",close_finger
"[0.00559357 0.69095775 0.41547866 0.5264872  0.86261806 0.00575486
 0.00492853]","[True, True]",close_finger
"[0.003256   0.68768594 0.41041695 0.52019766 0.85722411 0.00311379
 0.0019065 ]","[True, True]",close_finger
"[4.27360817e-03 6.89017874e-01 4.13016958e-01 5.22479098e-01
 8.61104654e-01 7.49082445e-04 5.28503779e-03]","[True, True]",close_finger
"[0.00272388 0.68708176 0.40876561 0.52052593 0.85825914 0.00285159
 0.00297751]","[True, True]",close_finger
"[0.0065002  0.69023803 0.4164217  0.52426421 0.86235246 0.0059518
 0.00686101]","[True, True]",close_finger
"[0.00673129 0.68876416 0.41257194 0.52198363 0.8629568  0.00674954
 0.00663366]","[True, True]",close_finger
"[0.00398058 0.68670947 0.41303253 0.5213811  0.85961987 0.00569332
 0.00461564]","[True, True]",close_finger
"[0.00688575 0.68821326 0.41099788 0.5246372  0.86114453 0.00487111
 0.00652221]","[True, True]",close_finger
"[0.00926209 0.69158568 0.41784187 0.52706051 0.86306389 0.00804376
 0.00679399]","[True, True]",close_finger
"[0.00569681 0.68905139 0.41071638 0.52144374 0.85791111 0.00373125
 0.00584459]","[True, True]",close_finger
"[0.00415542 0.68639207 0.41449796 0.52088406 0.86128708 0.00447238
 0.00332014]","[True, True]",close_finger
"[0.00289936 0.68553891 0.4118286  0.51979078 0.85857734 0.00245464
 0.00189655]","[True, True]",close_finger
"[0.00423352 0.69067906 0.41261944 0.51976909 0.85992069 0.00110589
 0.00470047]","[True, True]",close_finger
"[0.00483638 0.69168365 0.41036807 0.52331929 0.85967564 0.00783493
 0.00730877]","[True, True]",close_finger
"[0.00553176 0.68916687 0.41410991 0.52361944 0.8651185  0.00446666
 0.0051586 ]","[True, True]",close_finger
"[0.00709786 0.69277925 0.41602812 0.52883451 0.8631807  0.00781216
 0.00716054]","[True, True]",close_finger
"[0.00467843 0.6903479  0.41619468 0.51906202 0.86292671 0.00672651
 0.00982837]","[True, True]",close_finger
"[0.00502871 0.6882046  0.41369775 0.52031826 0.85828148 0.0066505
 0.00444386]","[True, True]",close_finger
"[0.00275782 0.69047548 0.41218679 0.52292481 0.86127012 0.00379518
 0.00392614]","[True, True]",close_finger
"[0.00556756 0.69052211 0.41427825 0.52355127 0.86261867 0.00412402
 0.00671733]","[True, True]",close_finger
"[0.00165348 0.68562423 0.40863285 0.52067229 0.85898365 0.00244969
 0.00109488]","[True, True]",close_finger
"[0.00354891 0.68682376 0.41186817 0.52085443 0.8605681  0.00243841
 0.00504099]","[True, True]",close_finger
"[0.00368151 0.69010401 0.41481566 0.51855853 0.86102131 0.00922842
 0.00919993]","[True, True]",close_finger
"[0.0055586  0.68835599 0.41289007 0.51970985 0.86069354 0.00457254
 0.00626499]","[True, True]",close_finger
"[0.00757523 0.68889864 0.41521802 0.52446116 0.86419694 0.00543926
 0.00508857]","[True, True]",close_finger
"[0.00526238 0.69059283 0.41154563 0.52116765 0.86289213 0.00628762
 0.0087405 ]","[True, True]",close_finger
"[0.0094144  0.69279646 0.41645139 0.53028959 0.86482715 0.00579052
 0.00603709]","[True, True]",close_finger
"[0.00627045 0.69106963 0.41275323 0.52234585 0.8600128  0.00540334
 0.00200859]","[True, True]",close_finger
"[0.00695895 0.68985466 0.41467682 0.52585042 0.86411945 0.00434871
 0.00695733]","[True, True]",close_finger
"[0.00277206 0.68924343 0.41002998 0.52138762 0.85907234 0.00516602
 0.00475469]","[True, True]",close_finger
"[3.64036705e-03 6.87534455e-01 4.10794857e-01 5.20901916e-01
 8.59319294e-01 1.09591224e-04 3.49776336e-03]","[True, True]",close_finger
"[0.00662803 0.68984117 0.41355779 0.52653414 0.86526642 0.00263852
 0.00604849]","[True, True]",close_finger
"[0.00510598 0.69055594 0.41089876 0.52010396 0.85824534 0.00279544
 0.00407682]","[True, True]",close_finger
"[0.00618969 0.68940195 0.41559019 0.51847847 0.86464795 0.00940597
 0.00740612]","[True, True]",close_finger
"[0.00632768 0.68901492 0.41155008 0.5215464  0.85963115 0.00596664
 0.00483428]","[True, True]",close_finger
"[0.00704749 0.68899999 0.41115161 0.52130502 0.86281824 0.00680787
 0.00833572]","[True, True]",close_finger
"[0.005468   0.68794345 0.41330614 0.52030282 0.85733195 0.00412605
 0.00448803]","[True, True]",close_finger
"[0.00905521 0.69334721 0.41854228 0.52908448 0.8661641  0.00890889
 0.00523448]","[True, True]",close_finger
"[0.00639918 0.68911846 0.40956956 0.52349871 0.86185446 0.00593525
 0.00620925]","[True, True]",close_finger
"[0.00756252 0.69214217 0.41548922 0.5243396  0.86116687 0.00167095
 0.00725202]","[True, True]",close_finger
"[0.00719044 0.68981919 0.41393288 0.52349567 0.86453401 0.00354792
 0.00683164]","[True, True]",close_finger
"[0.00361758 0.68519088 0.41170754 0.51906464 0.8567394  0.00329954
 0.00202063]","[True, True]",close_finger
"[0.00179085 0.69007008 0.41021671 0.52223281 0.85847468 0.00229351
 0.0052249 ]","[True, True]",close_finger
"[0.00718148 0.68988086 0.41298203 0.52113927 0.86148052 0.00881059
 0.00961363]","[True, True]",close_finger
"[0.00700404 0.6909197  0.41328152 0.52403539 0.85971214 0.00616564
 0.00598559]","[True, True]",close_finger
"[0.00283985 0.6895603  0.41289706 0.5185137  0.85996831 0.00649714
 0.00324864]","[True, True]",close_finger
"[0.00726954 0.69291512 0.41834783 0.5286112  0.8648802  0.00801871
 0.0065571 ]","[True, True]",close_finger
"[0.00800139 0.6900291  0.41338108 0.52524298 0.86324669 0.00145956
 0.00852196]","[True, True]",close_finger
"[0.00279944 0.69011284 0.41271432 0.52280316 0.86189893 0.00421305
 0.00443991]","[True, True]",close_finger
"[0.00506505 0.68892893 0.41098543 0.52315934 0.85757979 0.00383955
 0.00385989]","[True, True]",close_finger
"[2.17714136e-03 6.86108220e-01 4.08933444e-01 5.17287389e-01
 8.56727525e-01 4.84456406e-05 2.68311874e-03]","[True, True]",close_finger
"[0.00494868 0.69031559 0.41395634 0.52059418 0.85970154 0.00166027
 0.00344186]","[True, True]",close_finger
"[0.00692673 0.68797434 0.41482363 0.5209387  0.8611615  0.00759615
 0.00761439]","[True, True]",close_finger
"[0.00297275 0.68874608 0.41314277 0.51933325 0.86272504 0.00572271
 0.00328983]","[True, True]",close_finger
"[0.00764202 0.68888098 0.4157599  0.52380293 0.86149424 0.00558956
 0.0078337 ]","[True, True]",close_finger
"[0.00447813 0.69007853 0.413414   0.5222536  0.86007181 0.00712401
 0.0073977 ]","[True, True]",close_finger
"[0.00913536 0.69488132 0.41745056 0.52700645 0.8648851  0.00663123
 0.00816066]","[True, True]",close_finger
"[0.00785053 0.69204024 0.41622802 0.5245523  0.86179138 0.00285794
 0.00719112]","[True, True]",close_finger
"[0.00667539 0.68838332 0.41186685 0.52166308 0.86072672 0.00510176
 0.0022261 ]","[True, True]",close_finger
"[0.00528656 0.68910904 0.40919129 0.52116042 0.8602063  0.00515041
 0.00376229]","[True, True]",close_finger
"[0.00335638 0.68685138 0.40895996 0.51908905 0.85827506 0.00272672
 0.00342298]","[True, True]",close_finger
"[0.00216327 0.68708098 0.41325496 0.52246931 0.86011453 0.00400849
 0.00587429]","[True, True]",close_finger
"[0.00385285 0.6893229  0.41572033 0.51976501 0.86200934 0.00892003
 0.0092226 ]","[True, True]",close_finger
"[0.00513401 0.68845645 0.41350488 0.52330442 0.86317394 0.00354557
 0.00585909]","[True, True]",close_finger
"[0.00693898 0.69377078 0.41670945 0.5277465  0.86262817 0.00845845
 0.00698277]","[True, True]",close_finger
"[0.00499586 0.69002081 0.410669   0.52117584 0.86154499 0.00570951
 0.00644667]","[True, True]",close_finger
"[0.00532948 0.69043924 0.41154442 0.52402157 0.85975972 0.00412627
 0.00437463]","[True, True]",close_finger
"[0.00607825 0.68908701 0.41485131 0.51944639 0.8627035  0.00508944
 0.00593746]","[True, True]",close_finger
"[0.00583906 0.68982447 0.41271053 0.52335317 0.86174067 0.00377501
 0.00346322]","[True, True]",close_finger
"[0.00790631 0.68975528 0.41540124 0.52551985 0.86371499 0.00393746
 0.00701064]","[True, True]",close_finger
"[0.00219659 0.68999821 0.4108799  0.52000121 0.85984386 0.00127932
 0.00626416]","[True, True]",close_finger
"[0.00489864 0.69062874 0.4161981  0.52695217 0.86499117 0.00259324
 0.00408871]","[True, True]",close_finger
"[0.00171714 0.68766748 0.40824755 0.52049776 0.85636529 0.000954
 0.00169198]","[True, True]",close_finger
"[0.00506322 0.68948603 0.41211607 0.52146651 0.86141091 0.00542301
 0.00564644]","[True, True]",close_finger
"[0.00594328 0.68687139 0.41182651 0.51850488 0.86196451 0.0063635
 0.00568408]","[True, True]",close_finger
"[0.00641214 0.68802617 0.41573726 0.51848472 0.86264804 0.00676717
 0.00645032]","[True, True]",close_finger
"[0.00365151 0.6910702  0.41241314 0.52111982 0.86100815 0.00648046
 0.00210026]","[True, True]",close_finger
"[0.00888901 0.6929556  0.41572004 0.52762791 0.86269055 0.00778436
 0.00659216]","[True, True]",close_finger
"[0.00542206 0.68902826 0.41529122 0.52581886 0.86354646 0.00101765
 0.00919219]","[True, True]",close_finger
"[0.0059656  0.68775634 0.40936029 0.52204971 0.86091774 0.00319931
 0.00495708]","[True, True]",close_finger
"[0.00509032 0.68779024 0.41216668 0.52055113 0.85932598 0.00150765
 0.00595889]","[True, True]",close_finger
